State,Year,Biodiesel,CNG,E85,Electric Stations,Electric Charging Outlets,Electric Total,Hydrogen Retail,Hydrogen Non-Retail,Hydrogen Total,LNG,Propane Primary,Propane Secondary,Propane Total,Total
Total,2020,712.0,1546.0,3946.0,31751.0,107395.0,139146.0,45.0,18.0,63.0,106.0,948.0,2018.0,2966.0,116734.0
Alabama,2019,10.0,27.0,34.0,195.0,506.0,701.0,0.0,0.0,0.0,2.0,25.0,47.0,72.0,651.0
Alaska,2019,0.0,1.0,0.0,19.0,34.0,53.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,40.0
Arizona,2019,78.0,30.0,22.0,522.0,1476.0,1998.0,0.0,1.0,1.0,8.0,24.0,51.0,75.0,1690.0
Arkansas,2019,3.0,16.0,47.0,98.0,290.0,388.0,0.0,0.0,0.0,1.0,7.0,30.0,37.0,394.0
California,2019,29.0,321.0,195.0,6439.0,27199.0,33638.0,43.0,5.0,48.0,44.0,70.0,203.0,273.0,28109.0
Colorado,2019,8.0,35.0,84.0,861.0,2516.0,3377.0,0.0,1.0,1.0,1.0,12.0,40.0,52.0,2697.0
Connecticut,2019,2.0,17.0,3.0,422.0,1048.0,1470.0,0.0,2.0,2.0,0.0,10.0,11.0,21.0,1093.0
Delaware,2019,1.0,2.0,1.0,57.0,172.0,229.0,0.0,1.0,1.0,0.0,3.0,6.0,9.0,186.0
District of Columbia,2019,7.0,2.0,3.0,172.0,553.0,725.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,566.0
Florida,2019,10.0,61.0,88.0,1562.0,4562.0,6124.0,0.0,0.0,0.0,3.0,19.0,115.0,134.0,4858.0
Georgia,2019,6.0,50.0,52.0,882.0,2939.0,3821.0,0.0,0.0,0.0,4.0,29.0,60.0,89.0,3140.0
Hawaii,2019,7.0,0.0,2.0,296.0,666.0,962.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,680.0
Idaho,2019,0.0,11.0,4.0,95.0,216.0,311.0,0.0,0.0,0.0,0.0,8.0,22.0,30.0,261.0
Illinois,2019,19.0,42.0,279.0,663.0,1864.0,2527.0,0.0,0.0,0.0,2.0,34.0,66.0,100.0,2306.0
Indiana,2019,3.0,34.0,221.0,239.0,614.0,853.0,0.0,0.0,0.0,1.0,19.0,46.0,65.0,938.0
Iowa,2019,11.0,11.0,300.0,141.0,348.0,489.0,0.0,0.0,0.0,0.0,9.0,25.0,34.0,704.0
Kansas,2019,1.0,21.0,38.0,234.0,904.0,1138.0,0.0,0.0,0.0,1.0,3.0,34.0,37.0,1002.0
Kentucky,2019,3.0,10.0,71.0,133.0,315.0,448.0,0.0,0.0,0.0,2.0,4.0,28.0,32.0,433.0
Louisiana,2019,2.0,23.0,14.0,107.0,293.0,400.0,0.0,0.0,0.0,1.0,7.0,52.0,59.0,392.0
Maine,2019,4.0,1.0,1.0,184.0,433.0,617.0,0.0,0.0,0.0,0.0,3.0,10.0,13.0,452.0
Maryland,2019,11.0,13.0,39.0,738.0,2110.0,2848.0,0.0,0.0,0.0,0.0,7.0,24.0,31.0,2204.0
Massachusetts,2019,10.0,15.0,6.0,811.0,2455.0,3266.0,0.0,2.0,2.0,1.0,9.0,23.0,32.0,2521.0
Michigan,2019,9.0,21.0,241.0,616.0,1429.0,2045.0,0.0,2.0,2.0,0.0,26.0,74.0,100.0,1802.0
Minnesota,2019,16.0,26.0,430.0,380.0,1051.0,1431.0,0.0,0.0,0.0,0.0,17.0,30.0,47.0,1570.0
Mississippi,2019,2.0,6.0,6.0,81.0,292.0,373.0,0.0,0.0,0.0,2.0,12.0,71.0,83.0,391.0
Missouri,2019,2.0,20.0,111.0,452.0,1895.0,2347.0,0.0,0.0,0.0,1.0,16.0,57.0,73.0,2102.0
Montana,2019,3.0,1.0,1.0,55.0,137.0,192.0,0.0,0.0,0.0,0.0,10.0,31.0,41.0,183.0
Nebraska,2019,3.0,8.0,97.0,95.0,238.0,333.0,0.0,0.0,0.0,1.0,4.0,24.0,28.0,375.0
Nevada,2019,2.0,6.0,12.0,284.0,927.0,1211.0,0.0,0.0,0.0,1.0,5.0,23.0,28.0,976.0
New Hampshire,2019,2.0,4.0,0.0,121.0,244.0,365.0,0.0,0.0,0.0,0.0,7.0,20.0,27.0,277.0
New Jersey,2019,4.0,27.0,6.0,457.0,1297.0,1754.0,0.0,0.0,0.0,0.0,4.0,13.0,17.0,1351.0
New Mexico,2019,3.0,11.0,14.0,82.0,245.0,327.0,0.0,0.0,0.0,1.0,33.0,29.0,62.0,336.0
New York,2019,34.0,69.0,71.0,1655.0,4531.0,6186.0,0.0,1.0,1.0,0.0,16.0,43.0,59.0,4765.0
North Carolina,2019,114.0,40.0,89.0,732.0,1903.0,2635.0,0.0,0.0,0.0,2.0,12.0,63.0,75.0,2223.0
North Dakota,2019,2.0,1.0,41.0,28.0,46.0,74.0,0.0,0.0,0.0,0.0,5.0,19.0,24.0,114.0
Ohio,2019,13.0,60.0,180.0,544.0,1443.0,1987.0,0.0,1.0,1.0,5.0,18.0,72.0,90.0,1792.0
Oklahoma,2019,3.0,118.0,56.0,131.0,309.0,440.0,0.0,0.0,0.0,1.0,23.0,107.0,130.0,617.0
Oregon,2019,47.0,16.0,9.0,722.0,1895.0,2617.0,0.0,0.0,0.0,2.0,25.0,32.0,57.0,2026.0
Pennsylvania,2019,5.0,88.0,125.0,572.0,1475.0,2047.0,0.0,0.0,0.0,3.0,15.0,92.0,107.0,1803.0
Rhode Island,2019,5.0,4.0,0.0,113.0,407.0,520.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,420.0
South Carolina,2019,34.0,12.0,53.0,286.0,643.0,929.0,0.0,1.0,1.0,1.0,11.0,48.0,59.0,803.0
South Dakota,2019,0.0,0.0,83.0,41.0,127.0,168.0,0.0,0.0,0.0,0.0,6.0,17.0,23.0,233.0
Tennessee,2019,8.0,24.0,73.0,453.0,1207.0,1660.0,0.0,0.0,0.0,4.0,9.0,56.0,65.0,1381.0
Texas,2019,23.0,108.0,232.0,1376.0,4009.0,5385.0,0.0,0.0,0.0,16.0,138.0,322.0,460.0,4848.0
Utah,2019,0.0,51.0,2.0,289.0,950.0,1239.0,0.0,0.0,0.0,2.0,17.0,22.0,39.0,1044.0
Vermont,2019,2.0,3.0,0.0,237.0,664.0,901.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,670.0
Virginia,2019,10.0,24.0,58.0,710.0,2056.0,2766.0,0.0,0.0,0.0,2.0,10.0,78.0,88.0,2238.0
Washington,2019,37.0,24.0,20.0,1095.0,3206.0,4301.0,0.0,1.0,1.0,1.0,29.0,53.0,82.0,3371.0
West Virginia,2019,0.0,3.0,34.0,89.0,244.0,333.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,295.0
Wisconsin,2019,4.0,50.0,227.0,345.0,711.0,1056.0,0.0,0.0,0.0,1.0,13.0,53.0,66.0,1059.0
Wyoming,2019,0.0,8.0,11.0,57.0,159.0,216.0,0.0,0.0,0.0,0.0,6.0,19.0,25.0,203.0
Total,2019,612.0,1576.0,3786.0,26968.0,85253.0,112221.0,44.0,20.0,64.0,118.0,791.0,2385.0,3176.0,94585.0
Alabama,2018,9.0,29.0,40.0,165.0,395.0,560.0,0.0,0.0,0.0,3.0,3.0,79.0,82.0,558.0
Alaska,2018,0.0,1.0,0.0,7.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0
Arizona,2018,77.0,28.0,22.0,480.0,1227.0,1707.0,0.0,0.0,0.0,8.0,20.0,66.0,86.0,1448.0
Arkansas,2018,3.0,14.0,43.0,70.0,124.0,194.0,0.0,0.0,0.0,1.0,1.0,38.0,39.0,224.0
California,2018,29.0,322.0,161.0,5480.0,21166.0,26646.0,36.0,6.0,42.0,47.0,54.0,238.0,292.0,22059.0
Colorado,2018,13.0,41.0,81.0,707.0,1788.0,2495.0,0.0,1.0,1.0,1.0,3.0,54.0,57.0,1982.0
Connecticut,2018,2.0,21.0,4.0,383.0,837.0,1220.0,0.0,2.0,2.0,1.0,6.0,16.0,22.0,889.0
Delaware,2018,1.0,1.0,1.0,50.0,133.0,183.0,0.0,1.0,1.0,0.0,5.0,3.0,8.0,145.0
District of Columbia,2018,7.0,2.0,3.0,124.0,337.0,461.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,350.0
Florida,2018,14.0,56.0,88.0,1265.0,3027.0,4292.0,0.0,0.0,0.0,3.0,13.0,126.0,139.0,3327.0
Georgia,2018,23.0,51.0,54.0,772.0,2188.0,2960.0,0.0,0.0,0.0,4.0,13.0,77.0,90.0,2410.0
Hawaii,2018,6.0,0.0,2.0,278.0,536.0,814.0,1.0,4.0,5.0,1.0,0.0,4.0,4.0,554.0
Idaho,2018,0.0,11.0,6.0,87.0,174.0,261.0,0.0,0.0,0.0,0.0,2.0,30.0,32.0,223.0
Illinois,2018,22.0,46.0,280.0,579.0,1399.0,1978.0,0.0,0.0,0.0,2.0,34.0,70.0,104.0,1853.0
Indiana,2018,5.0,33.0,211.0,225.0,489.0,714.0,0.0,0.0,0.0,1.0,14.0,51.0,65.0,804.0
Iowa,2018,10.0,10.0,267.0,129.0,296.0,425.0,0.0,0.0,0.0,0.0,3.0,30.0,33.0,616.0
Kansas,2018,1.0,23.0,26.0,198.0,783.0,981.0,0.0,0.0,0.0,1.0,2.0,37.0,39.0,873.0
Kentucky,2018,3.0,10.0,74.0,114.0,221.0,335.0,0.0,0.0,0.0,2.0,2.0,32.0,34.0,344.0
Louisiana,2018,6.0,23.0,12.0,102.0,213.0,315.0,0.0,0.0,0.0,1.0,18.0,47.0,65.0,320.0
Maine,2018,3.0,2.0,1.0,151.0,264.0,415.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,282.0
Maryland,2018,12.0,15.0,35.0,665.0,1752.0,2417.0,0.0,0.0,0.0,0.0,9.0,25.0,34.0,1848.0
Massachusetts,2018,12.0,15.0,7.0,649.0,1794.0,2443.0,0.0,2.0,2.0,1.0,2.0,31.0,33.0,1864.0
Michigan,2018,7.0,21.0,253.0,606.0,1382.0,1988.0,0.0,2.0,2.0,0.0,18.0,91.0,109.0,1774.0
Minnesota,2018,19.0,25.0,412.0,318.0,788.0,1106.0,0.0,0.0,0.0,0.0,10.0,38.0,48.0,1292.0
Mississippi,2018,4.0,6.0,5.0,58.0,119.0,177.0,0.0,0.0,0.0,3.0,7.0,79.0,86.0,223.0
Missouri,2018,2.0,21.0,98.0,409.0,1675.0,2084.0,0.0,0.0,0.0,1.0,11.0,66.0,77.0,1874.0
Montana,2018,7.0,1.0,2.0,43.0,96.0,139.0,0.0,0.0,0.0,0.0,2.0,43.0,45.0,151.0
Nebraska,2018,2.0,11.0,88.0,78.0,195.0,273.0,0.0,0.0,0.0,1.0,8.0,26.0,34.0,331.0
Nevada,2018,2.0,5.0,14.0,226.0,659.0,885.0,0.0,0.0,0.0,1.0,5.0,26.0,31.0,712.0
New Hampshire,2018,3.0,4.0,0.0,126.0,228.0,354.0,0.0,0.0,0.0,0.0,6.0,24.0,30.0,265.0
New Jersey,2018,5.0,27.0,6.0,309.0,749.0,1058.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,803.0
New Mexico,2018,5.0,11.0,12.0,70.0,181.0,251.0,0.0,0.0,0.0,1.0,5.0,58.0,63.0,273.0
New York,2018,34.0,74.0,72.0,1157.0,2562.0,3719.0,0.0,1.0,1.0,0.0,11.0,55.0,66.0,2809.0
North Carolina,2018,111.0,39.0,86.0,666.0,1488.0,2154.0,0.0,0.0,0.0,1.0,10.0,81.0,91.0,1816.0
North Dakota,2018,3.0,1.0,44.0,20.0,28.0,48.0,0.0,0.0,0.0,0.0,3.0,21.0,24.0,100.0
Ohio,2018,14.0,58.0,165.0,441.0,949.0,1390.0,0.0,2.0,2.0,5.0,17.0,76.0,93.0,1286.0
Oklahoma,2018,4.0,124.0,52.0,65.0,167.0,232.0,0.0,0.0,0.0,1.0,10.0,125.0,135.0,483.0
Oregon,2018,65.0,16.0,10.0,669.0,1544.0,2213.0,0.0,0.0,0.0,2.0,16.0,45.0,61.0,1698.0
Pennsylvania,2018,6.0,80.0,123.0,453.0,985.0,1438.0,0.0,0.0,0.0,3.0,13.0,86.0,99.0,1296.0
Rhode Island,2018,5.0,4.0,0.0,89.0,246.0,335.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,261.0
South Carolina,2018,24.0,11.0,66.0,270.0,554.0,824.0,0.0,1.0,1.0,1.0,7.0,42.0,49.0,706.0
South Dakota,2018,1.0,0.0,77.0,33.0,77.0,110.0,0.0,0.0,0.0,0.0,3.0,23.0,26.0,181.0
Tennessee,2018,21.0,23.0,78.0,458.0,1145.0,1603.0,0.0,0.0,0.0,5.0,5.0,66.0,71.0,1343.0
Texas,2018,16.0,119.0,220.0,1180.0,3138.0,4318.0,0.0,1.0,1.0,21.0,35.0,422.0,457.0,3972.0
Utah,2018,1.0,70.0,2.0,196.0,553.0,749.0,0.0,0.0,0.0,2.0,5.0,39.0,44.0,672.0
Vermont,2018,3.0,3.0,0.0,209.0,535.0,744.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,542.0
Virginia,2018,9.0,22.0,47.0,615.0,1446.0,2061.0,0.0,0.0,0.0,2.0,7.0,75.0,82.0,1608.0
Washington,2018,39.0,23.0,20.0,961.0,2573.0,3534.0,0.0,1.0,1.0,1.0,16.0,70.0,86.0,2743.0
West Virginia,2018,2.0,3.0,33.0,89.0,212.0,301.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,260.0
Wisconsin,2018,4.0,54.0,212.0,306.0,557.0,863.0,0.0,0.0,0.0,1.0,11.0,61.0,72.0,900.0
Wyoming,2018,4.0,13.0,12.0,45.0,121.0,166.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,179.0
Total,2018,680.0,1623.0,3627.0,22845.0,64106.0,86951.0,37.0,25.0,62.0,129.0,450.0,2867.0,3317.0,73544.0
Alabama,2017,5.0,33.0,39.0,145.0,319.0,464.0,0.0,0.0,0.0,3.0,6.0,83.0,89.0,488.0
Alaska,2017,0.0,1.0,0.0,7.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,19.0
Arizona,2017,76.0,30.0,21.0,432.0,1041.0,1473.0,0.0,0.0,0.0,8.0,22.0,67.0,89.0,1265.0
Arkansas,2017,4.0,16.0,43.0,62.0,112.0,174.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,216.0
California,2017,36.0,322.0,146.0,4683.0,16111.0,20794.0,31.0,11.0,42.0,44.0,44.0,251.0,295.0,16996.0
Colorado,2017,16.0,42.0,91.0,567.0,1401.0,1968.0,0.0,1.0,1.0,1.0,3.0,53.0,56.0,1608.0
Connecticut,2017,2.0,21.0,4.0,358.0,782.0,1140.0,0.0,2.0,2.0,1.0,3.0,17.0,20.0,832.0
Delaware,2017,1.0,1.0,1.0,41.0,113.0,154.0,0.0,1.0,1.0,0.0,6.0,3.0,9.0,126.0
District of Columbia,2017,7.0,2.0,3.0,97.0,264.0,361.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,277.0
Florida,2017,14.0,59.0,82.0,1134.0,2508.0,3642.0,0.0,0.0,0.0,3.0,13.0,127.0,140.0,2806.0
Georgia,2017,23.0,48.0,53.0,698.0,1882.0,2580.0,0.0,0.0,0.0,4.0,17.0,75.0,92.0,2102.0
Hawaii,2017,8.0,1.0,2.0,275.0,626.0,901.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,646.0
Idaho,2017,2.0,11.0,5.0,77.0,171.0,248.0,0.0,0.0,0.0,2.0,0.0,31.0,31.0,222.0
Illinois,2017,14.0,47.0,270.0,543.0,1205.0,1748.0,0.0,1.0,1.0,2.0,48.0,73.0,121.0,1660.0
Indiana,2017,6.0,35.0,204.0,198.0,399.0,597.0,0.0,0.0,0.0,1.0,14.0,171.0,185.0,830.0
Iowa,2017,9.0,9.0,247.0,117.0,258.0,375.0,0.0,0.0,0.0,0.0,1.0,32.0,33.0,556.0
Kansas,2017,3.0,23.0,20.0,194.0,742.0,936.0,0.0,0.0,0.0,1.0,2.0,36.0,38.0,827.0
Kentucky,2017,5.0,12.0,73.0,95.0,191.0,286.0,0.0,0.0,0.0,2.0,2.0,34.0,36.0,319.0
Louisiana,2017,7.0,25.0,12.0,88.0,195.0,283.0,0.0,0.0,0.0,1.0,26.0,49.0,75.0,315.0
Maine,2017,3.0,2.0,0.0,129.0,216.0,345.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,235.0
Maryland,2017,13.0,17.0,36.0,563.0,1360.0,1923.0,0.0,0.0,0.0,1.0,8.0,26.0,34.0,1461.0
Massachusetts,2017,11.0,16.0,7.0,586.0,1474.0,2060.0,0.0,2.0,2.0,1.0,1.0,33.0,34.0,1545.0
Michigan,2017,9.0,23.0,254.0,554.0,1206.0,1760.0,0.0,2.0,2.0,0.0,15.0,88.0,103.0,1597.0
Minnesota,2017,7.0,25.0,372.0,294.0,760.0,1054.0,0.0,0.0,0.0,0.0,7.0,41.0,48.0,1212.0
Mississippi,2017,4.0,7.0,5.0,57.0,116.0,173.0,0.0,0.0,0.0,2.0,8.0,83.0,91.0,225.0
Missouri,2017,3.0,22.0,94.0,377.0,1558.0,1935.0,0.0,0.0,0.0,1.0,13.0,56.0,69.0,1747.0
Montana,2017,7.0,1.0,2.0,33.0,84.0,117.0,0.0,0.0,0.0,0.0,2.0,46.0,48.0,142.0
Nebraska,2017,2.0,11.0,95.0,64.0,163.0,227.0,0.0,0.0,0.0,1.0,6.0,21.0,27.0,299.0
Nevada,2017,4.0,6.0,19.0,229.0,604.0,833.0,0.0,0.0,0.0,1.0,4.0,27.0,31.0,665.0
New Hampshire,2017,4.0,4.0,0.0,100.0,189.0,289.0,0.0,0.0,0.0,0.0,4.0,25.0,29.0,226.0
New Jersey,2017,5.0,26.0,4.0,265.0,553.0,818.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,607.0
New Mexico,2017,5.0,14.0,11.0,61.0,165.0,226.0,0.0,0.0,0.0,1.0,5.0,54.0,59.0,255.0
New York,2017,34.0,84.0,72.0,954.0,1952.0,2906.0,0.0,1.0,1.0,0.0,10.0,61.0,71.0,2214.0
North Carolina,2017,115.0,43.0,79.0,595.0,1352.0,1947.0,0.0,0.0,0.0,1.0,7.0,85.0,92.0,1682.0
North Dakota,2017,2.0,1.0,41.0,10.0,15.0,25.0,0.0,0.0,0.0,0.0,2.0,22.0,24.0,83.0
Ohio,2017,14.0,59.0,164.0,378.0,743.0,1121.0,0.0,3.0,3.0,6.0,9.0,83.0,92.0,1081.0
Oklahoma,2017,5.0,120.0,32.0,60.0,137.0,197.0,0.0,0.0,0.0,2.0,7.0,128.0,135.0,431.0
Oregon,2017,70.0,16.0,10.0,564.0,1345.0,1909.0,0.0,0.0,0.0,2.0,14.0,43.0,57.0,1500.0
Pennsylvania,2017,7.0,77.0,117.0,388.0,770.0,1158.0,0.0,0.0,0.0,3.0,14.0,90.0,104.0,1078.0
Rhode Island,2017,6.0,4.0,0.0,85.0,213.0,298.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,229.0
South Carolina,2017,24.0,13.0,64.0,243.0,480.0,723.0,0.0,2.0,2.0,1.0,7.0,42.0,49.0,633.0
South Dakota,2017,2.0,1.0,77.0,26.0,47.0,73.0,0.0,0.0,0.0,0.0,3.0,22.0,25.0,152.0
Tennessee,2017,27.0,22.0,81.0,450.0,1036.0,1486.0,0.0,0.0,0.0,6.0,6.0,72.0,78.0,1250.0
Texas,2017,18.0,127.0,215.0,1073.0,2654.0,3727.0,0.0,1.0,1.0,23.0,36.0,434.0,470.0,3508.0
Utah,2017,1.0,79.0,1.0,145.0,379.0,524.0,0.0,0.0,0.0,6.0,6.0,40.0,46.0,512.0
Vermont,2017,2.0,3.0,0.0,173.0,426.0,599.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,433.0
Virginia,2017,10.0,23.0,31.0,474.0,1094.0,1568.0,0.0,0.0,0.0,2.0,9.0,83.0,92.0,1252.0
Washington,2017,41.0,25.0,18.0,810.0,2136.0,2946.0,0.0,0.0,0.0,2.0,14.0,74.0,88.0,2310.0
West Virginia,2017,2.0,3.0,33.0,69.0,199.0,268.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,247.0
Wisconsin,2017,5.0,56.0,157.0,283.0,489.0,772.0,0.0,0.0,0.0,1.0,10.0,64.0,74.0,782.0
Wyoming,2017,4.0,14.0,12.0,37.0,91.0,128.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,149.0
Total,2017,704.0,1682.0,3419.0,19940.0,52337.0,72277.0,31.0,32.0,63.0,137.0,439.0,3071.0,3510.0,61852.0
Alabama,2016,5.0,32.0,32.0,113.0,227.0,340.0,0.0,0.0,0.0,2.0,2.0,90.0,92.0,390.0
Alaska,2016,0.0,1.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.0
Arizona,2016,76.0,36.0,25.0,424.0,988.0,1412.0,0.0,0.0,0.0,8.0,15.0,78.0,93.0,1226.0
Arkansas,2016,5.0,17.0,44.0,63.0,89.0,152.0,0.0,0.0,0.0,1.0,1.0,44.0,45.0,201.0
California,2016,42.0,319.0,119.0,4184.0,13655.0,17839.0,25.0,14.0,39.0,44.0,34.0,288.0,322.0,14540.0
Colorado,2016,16.0,46.0,88.0,445.0,978.0,1423.0,0.0,1.0,1.0,1.0,0.0,59.0,59.0,1189.0
Connecticut,2016,3.0,19.0,4.0,341.0,725.0,1066.0,0.0,2.0,2.0,1.0,3.0,19.0,22.0,776.0
Delaware,2016,1.0,1.0,1.0,30.0,67.0,97.0,0.0,1.0,1.0,0.0,5.0,4.0,9.0,80.0
District of Columbia,2016,8.0,3.0,4.0,102.0,241.0,343.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,257.0
Florida,2016,14.0,57.0,74.0,965.0,2091.0,3056.0,0.0,0.0,0.0,3.0,6.0,147.0,153.0,2392.0
Georgia,2016,24.0,48.0,56.0,591.0,1493.0,2084.0,0.0,0.0,0.0,4.0,6.0,90.0,96.0,1721.0
Hawaii,2016,8.0,1.0,2.0,249.0,566.0,815.0,0.0,4.0,4.0,0.0,1.0,5.0,6.0,587.0
Idaho,2016,2.0,11.0,6.0,60.0,133.0,193.0,0.0,0.0,0.0,6.0,4.0,30.0,34.0,192.0
Illinois,2016,12.0,56.0,263.0,524.0,1109.0,1633.0,0.0,1.0,1.0,2.0,42.0,81.0,123.0,1566.0
Indiana,2016,6.0,35.0,200.0,196.0,388.0,584.0,0.0,0.0,0.0,2.0,11.0,178.0,189.0,820.0
Iowa,2016,9.0,10.0,210.0,109.0,216.0,325.0,0.0,0.0,0.0,0.0,3.0,32.0,35.0,480.0
Kansas,2016,5.0,20.0,21.0,197.0,725.0,922.0,0.0,0.0,0.0,1.0,1.0,40.0,41.0,813.0
Kentucky,2016,4.0,11.0,72.0,82.0,167.0,249.0,0.0,0.0,0.0,1.0,2.0,36.0,38.0,293.0
Louisiana,2016,2.0,22.0,11.0,79.0,155.0,234.0,0.0,0.0,0.0,2.0,4.0,46.0,50.0,242.0
Maine,2016,3.0,2.0,0.0,111.0,181.0,292.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,201.0
Maryland,2016,11.0,16.0,34.0,499.0,1129.0,1628.0,0.0,0.0,0.0,1.0,3.0,29.0,32.0,1223.0
Massachusetts,2016,12.0,18.0,7.0,507.0,1243.0,1750.0,0.0,2.0,2.0,1.0,1.0,34.0,35.0,1318.0
Michigan,2016,10.0,27.0,254.0,534.0,1122.0,1656.0,0.0,2.0,2.0,0.0,11.0,97.0,108.0,1523.0
Minnesota,2016,7.0,25.0,314.0,286.0,687.0,973.0,0.0,0.0,0.0,0.0,11.0,40.0,51.0,1084.0
Mississippi,2016,4.0,5.0,3.0,41.0,64.0,105.0,0.0,0.0,0.0,2.0,4.0,93.0,97.0,175.0
Missouri,2016,3.0,22.0,92.0,295.0,1155.0,1450.0,0.0,0.0,0.0,1.0,6.0,62.0,68.0,1341.0
Montana,2016,7.0,1.0,2.0,36.0,76.0,112.0,0.0,0.0,0.0,0.0,2.0,53.0,55.0,141.0
Nebraska,2016,1.0,11.0,80.0,58.0,116.0,174.0,0.0,0.0,0.0,1.0,9.0,19.0,28.0,237.0
Nevada,2016,4.0,6.0,20.0,173.0,474.0,647.0,0.0,0.0,0.0,2.0,4.0,30.0,34.0,540.0
New Hampshire,2016,4.0,3.0,0.0,98.0,181.0,279.0,0.0,0.0,0.0,0.0,5.0,16.0,21.0,209.0
New Jersey,2016,5.0,28.0,5.0,244.0,494.0,738.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,553.0
New Mexico,2016,5.0,14.0,10.0,58.0,135.0,193.0,0.0,0.0,0.0,1.0,3.0,52.0,55.0,220.0
New York,2016,35.0,114.0,79.0,862.0,1677.0,2539.0,0.0,1.0,1.0,0.0,11.0,66.0,77.0,1983.0
North Carolina,2016,122.0,40.0,58.0,453.0,1015.0,1468.0,0.0,0.0,0.0,1.0,7.0,99.0,106.0,1342.0
North Dakota,2016,3.0,0.0,43.0,7.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,80.0
Ohio,2016,14.0,59.0,151.0,278.0,499.0,777.0,0.0,1.0,1.0,6.0,14.0,89.0,103.0,833.0
Oklahoma,2016,5.0,125.0,30.0,54.0,103.0,157.0,0.0,0.0,0.0,1.0,6.0,138.0,144.0,408.0
Oregon,2016,52.0,17.0,10.0,542.0,1249.0,1791.0,0.0,0.0,0.0,3.0,17.0,44.0,61.0,1392.0
Pennsylvania,2016,7.0,68.0,41.0,352.0,654.0,1006.0,0.0,1.0,1.0,3.0,9.0,94.0,103.0,877.0
Rhode Island,2016,6.0,5.0,0.0,80.0,201.0,281.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,219.0
South Carolina,2016,25.0,12.0,67.0,200.0,364.0,564.0,0.0,1.0,1.0,1.0,10.0,43.0,53.0,523.0
South Dakota,2016,2.0,1.0,74.0,23.0,40.0,63.0,0.0,0.0,0.0,0.0,3.0,24.0,27.0,144.0
Tennessee,2016,31.0,19.0,78.0,428.0,970.0,1398.0,0.0,0.0,0.0,5.0,3.0,85.0,88.0,1191.0
Texas,2016,17.0,132.0,193.0,998.0,2386.0,3384.0,0.0,1.0,1.0,20.0,20.0,467.0,487.0,3236.0
Utah,2016,1.0,90.0,1.0,127.0,291.0,418.0,0.0,0.0,0.0,8.0,3.0,45.0,48.0,439.0
Vermont,2016,3.0,3.0,1.0,161.0,380.0,541.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,389.0
Virginia,2016,11.0,21.0,22.0,427.0,991.0,1418.0,0.0,0.0,0.0,2.0,8.0,80.0,88.0,1135.0
Washington,2016,40.0,27.0,21.0,738.0,1791.0,2529.0,0.0,0.0,0.0,2.0,19.0,71.0,90.0,1971.0
West Virginia,2016,2.0,4.0,12.0,43.0,96.0,139.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,127.0
Wisconsin,2016,5.0,57.0,151.0,280.0,445.0,725.0,0.0,0.0,0.0,1.0,4.0,65.0,69.0,728.0
Wyoming,2016,14.0,13.0,10.0,32.0,63.0,95.0,0.0,0.0,0.0,0.0,4.0,25.0,29.0,129.0
Total,2016,713.0,1730.0,3095.0,17782.0,44299.0,62081.0,25.0,33.0,58.0,140.0,343.0,3311.0,3654.0,53689.0
Alabama,2015,5.0,29.0,31.0,105.0,211.0,316.0,0.0,1.0,1.0,2.0,23.0,81.0,104.0,383.0
Alaska,2015,0.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,11.0
